aweme_id,create_time,digg_count,comment_count,collect_count,download_url,analysis_text,llm_cents,analyzed_at,analysis_path,llm_final_score,llm_initial_score,logic_quality_L,comment_adjust_factor,hist_min_used,hist_max_used,history_bounds_source
7635984023508012331,1778020200,60,1,3,https://v3-search.douyinvod.com/74bc031d220ab46bdcfda2c95c3940f1/69fb3be6/video/tos/cn/tos-cn-ve-15/oMRXjeYCGBPTLk1BzwIeOPQB8CGIeMAAw17xKA/?a=615883&ch=10010&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=1556&bt=1556&cs=0&ds=3&ft=Xo0TLaZqsQOCCp5Sup-Q6_Mme-rLWa5eFfJsvhd-IxWFa0uwUBMEq&mime_type=video_mp4&qs=0&rc=ODg5O2g8PDdkOmc1aTM3NkBpM2ZkanY5cnA6OjMzNGkzM0BfLjViLzEvXjExXi0wMF5fYSMwLV80MmRjL3BhLS1kLTBzcw%3D%3D&btag=c0000e00030000&dy_q=1778068402&feature_id=93c5283e1794c821af5e0ee1411bec9d&l=2026050619532116525B2616B6C35BA651,视频 7635984023508012331 互动概览：点赞 60，评论 1，收藏 3，发布时间戳 1778020200。综合判断：热度一般，建议结合原视频进一步研判。,1,2026-05-06 19:59:13,fallback_summary,,,,,,,
7636356500755123456,1778059800,5,0,1,https://v3-search.douyinvod.com/f9fdd4263cf9be2d7e48bf5aa4d485ca/69fb3bba/video/tos/cn/tos-cn-ve-15/ocS7w8QXf46fizEnBSKHlLAQM8ACWBifoCMT5I/?a=615883&ch=10010&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C3&cv=1&br=1487&bt=1487&cs=0&ds=3&ft=Xo0TLaZqsQOCCp5Sup-Q6_Mme-rLWa5eFfJsvhd-IxWFa0uwUBMEq&mime_type=video_mp4&qs=0&rc=PDw5NTNoaTk4MzhmOzNmN0Bpaml5bnA5cmp2OjMzNGkzM0BjY2IzMV40Xy0xY2EzMWIzYSNoaGYwMmRzZnBhLS1kLS9zcw%3D%3D&btag=c0000e00030000&dy_q=1778068402&feature_id=93c5283e1794c821af5e0ee1411bec9d&l=2026050619532116525B2616B6C35BA651,视频 7636356500755123456 互动概览：点赞 5，评论 0，收藏 1，发布时间戳 1778059800。综合判断：热度一般，建议结合原视频进一步研判。,1,2026-05-06 19:59:38,fallback_summary,,,,,,,
